job_role,Requisition id,Location,job_description
,,,
"Senior Analyst, Financial Planning & Analysis-1",  R-83771,"Pune, IND","We are the global technology company behind the world’s fastest payments processing network. We are a vehicle for commerce, a connection to financial systems for the previously excluded, a technology innovation lab, and the home of  Priceless  at https://www.priceless.com/ ®. We ensure every employee has the opportunity to be a part of something bigger and to change lives.  We believe as our company grows, so should you. We believe in connecting everyone to endless, priceless possibilities.,Senior Analyst, Financial Planning & Analysis-1,Overview,The Global Shared Services Center (GBSC) FP&A team supports the global Finance organization with management reporting, budgeting and forecasting and business analytics.,• This position will support FP&A centralization efforts as a change agent to standardize and improve Finance processes.,• Develop Partnerships with local Finance teams while maintaining high performance customer service delivery model.,• Focus will include monitoring the organization's revenue while considering internal performance drivers along with macro-economic factors,Role,Supports a specific targeted area with finance and business analytics needs; conducts financial analysis for group/business unit leadership,• Utilizes technology (Alteryx, Tableau, etc.) to develop new and improve existing analytics and processes.,• Leverages and translates data into visualizations and dashboards that provide useful business insight.,• Prepares and updates designated financial reports (e.g...KPIs, CEO Deck),• Supports the forecast process by analyzing performance, producing key management reporting, consolidating information, and tracking changes,All About You,• Demonstrates the ability to build internal and external business partnerships; begins to develop key relationships to understand the needs and objectives of stakeholders,• Results driven/Change Agent,• University degree in Economics or Finance preferred,• Experience reviewing and analyzing financial and operational modeling to support moderate-to-complex projects,• Experienced with financial systems and applications (e.g., Hyperion, Oracle),• Experienced with data blending and visualization tools (e.g., Tableau, Alteryx, Python),• Experience resolving basic issues in a timely and efficient manner, begins to gain exposure to the resolution of complex issues,• Advanced Microsoft Office skills (Excel: pivots, lookups, index, sumif),• Strong individual contributor who thrives in a collaborative team environment, but comfortable with making independent thought-out decisions,   ,   ,Everyone wants easier ways to pay;,we invent them.,Checkout lines are slow;,we speed them along.,Merchants want more sales;,we give them data and insights.,People need financial access;,we connect them.,Corporate purchasing is complicated;,we make it simple.,Commuters are busy;,we speed them on their way.,Governments need greater efficiencies;,we help create them.,Small businesses are virtual;,we give them access to a world of buyers.,Retailers want to fight fraud;,we provide the tools.,  R-83771"
,,,
"Consultant, Product Management Technical",  R-83895,"Pune, IND","We are the global technology company behind the world’s fastest payments processing network. We are a vehicle for commerce, a connection to financial systems for the previously excluded, a technology innovation lab, and the home of  Priceless  at https://www.priceless.com/ ®. We ensure every employee has the opportunity to be a part of something bigger and to change lives.  We believe as our company grows, so should you. We believe in connecting everyone to endless, priceless possibilities.,Consultant, Product Management Technical,PM-Ts are technical roles and work closely with Technical Program Managers, Software Design Engineers, User Experience, and internal customers to define the details behind the business requirements, the specifications, the user experience, and the API strategy for platform building blocks they own.  Our PM-Ts use the Working Backwards process, which is all about is fleshing out the concept and achieving clarity of thought about what will ultimately be built.  PM-Ts decompose the requirements into user stories, prioritizing the backlog, and defining the acceptance criteria.  PM-Ts are in it for the long term, looking beyond the current project to become experts in their domain.  They feed engineering a well groomed and backlog of user stories.  They encourage re-use of their building blocks, continuously innovating on behalf of internal and external customers.  As new capabilities are required, they will define its place in the platform ecosystem and write / prioritize the user stories to build the new block. When commercialization opportunities are identified for their building blocks, they will tee up ideas to the product development teams for further development.,All about you:,· Like to dive deep into the operational characteristics of the product,· Demonstrated ability to operate with complete independence and autonomy,· Experience defining and building cloud-native software products as a platform at scale,· Proven track record of data driven decision making and applying continuous improvement methodologies across your team,· Can debate the product merits with business teams, architects, engineers, and designers to make the right trade-off decisions,· Experience in agile delivery methodologies (scrum, Kanban, etc.),· Can communicate to executives, peers, and staff with impact, eloquence, and authenticity,· Ensures features and associated documentation are clear and easily consumable by other engineering teams.,· Demonstrated experience building organizational relationships, partnering with and influencing teams while commanding the respect of the individuals on the team,· Payments expertise a huge plus,· BS/MBA in related discipline.,· 5-7 years product development experience,   ,   ,Everyone wants easier ways to pay;,we invent them.,Checkout lines are slow;,we speed them along.,Merchants want more sales;,we give them data and insights.,People need financial access;,we connect them.,Corporate purchasing is complicated;,we make it simple.,Commuters are busy;,we speed them on their way.,Governments need greater efficiencies;,we help create them.,Small businesses are virtual;,we give them access to a world of buyers.,Retailers want to fight fraud;,we provide the tools.,  R-83895"
,,,
Devops Engineer with experience on any CI/CD tools and GROOVY OR JAVA,  R-84753,"Pune, IND","We are the global technology company behind the world’s fastest payments processing network. We are a vehicle for commerce, a connection to financial systems for the previously excluded, a technology innovation lab, and the home of  Priceless  at https://www.priceless.com/ ®. We ensure every employee has the opportunity to be a part of something bigger and to change lives.  We believe as our company grows, so should you. We believe in connecting everyone to endless, priceless possibilities.,Devops Engineer with experience on any CI/CD tools and GROOVY OR JAVA,The DML BizOps Enable team is looking for a Site Reliability Engineer who can help us solve problems, build our CI/CD pipeline and lead Mastercard in DevOps automation and best practices.,Are you a born problem solver who loves to figure out how something works?,Are you a CI/CD geek who loves all things automation?,Do you have a low tolerance for manual work and look to automate everything you can?,Business Operations is leading the DevOps transformation at Mastercard through our tooling and by being an advocate for change & standards throughout the development, quality, release, and product organizations.  We need team members with an appetite for change and pushing the boundaries of what can be done with automation.  Experience in working across development, operations, and product teams to prioritize needs and to build relationships is a must.,Mission,The role of business operations is to be the production readiness steward for the platform.  This is accomplished by closely partnering with developers to design, build, implement, and support technology services.  A business operations engineer will ensure operational criteria like system availability, capacity, performance, monitoring, self-healing, and deployment automation are implemented throughout the delivery process. Business Operations plays a key role in leading the DevOps transformation at Mastercard through our tooling and by being an advocate for change and standards throughout the development, quality, release, and product organizations.,We accomplish this transformation through supporting daily operations with a hyper focus on triage and then root cause by understanding the business impact of our products.  The goal of every biz ops team is to shift left to be more proactive and upfront in the development process, and to proactively manage production and change activities to maximize customer experience, and increase the overall value of supported applications.  Biz Ops teams also focus on risk management by tying all our activities together with an overarching responsibility for compliance and risk mitigation across all our environments.  A biz ops focus is also on streamlining and standardizing traditional application specific support activities and centralizing points of interaction for both internal and external partners by communicating effectively with all key stakeholders.,Ultimately, the role of biz ops is to align Product and Customer Focused priorities with Operational needs. We regularly review our run state not only from an internal perspective, but also understanding and providing the feedback loop to our development partners on how we can improve the customer experience of our applications.,Responsibilities,Engage in and improve the whole lifecycle of services—from inception and design, through deployment, operation and refinement.,Analyze ITSM activities of the platform and provide feedback loop to development teams on operational gaps or resiliency concerns,Support services before they go live through activities such as system design consulting, capacity planning and launch reviews.,Maintain services once they are live by measuring and monitoring availability, latency and overall system health.,Scale systems sustainably through mechanisms like automation, and evolve systems by pushing for changes that improve reliability and velocity.,Support the application CI/CD pipeline for promoting software into higher environments through validation and operational gating, and lead Mastercard in DevOps automation and best practices.,Practice sustainable incident response and blameless postmortems.,Take a holistic approach to problem solving, by connecting the dots during a production event thru the various technology stack that makes up the platform, to optimize mean time to recover,Work with a global team spread across tech hubs in multiple geographies and time zones,Share knowledge and mentor junior resources,Design, implement, and enhance our deployment automation based on Chef.  We need proven experience writing chef recipes/cookbooks as well as designing and implementing an overall Chef based release and deployment process.,Use Jenkins to orchestrate builds as well as link to Sonar, Chef, Maven, Artifactory, etc. to build out the CI/CD pipeline.,Support deployments of code into multiple lower environments.  Supporting current processes needed with an emphasis on automating everything as soon as possible.,Design and implement a Git based code management strategy that will support multiple environment deployments in parallel.  Experience with automation for branch management, code promotions, and version management is a plus.,Knowledge about Pivotal Cloud Foundry (PCF) is plus.,Qualifications,BS degree in Computer Science or related technical field involving coding (e.g., physics or mathematics), or equivalent practical experience.,Experience with algorithms, data structures, scripting, pipeline management, and software design.,Systematic problem-solving approach, coupled with strong communication skills and a sense of ownership and drive.,Ability to help debug and optimize code and automate routine tasks.,We support many different stakeholders. Experience in dealing with difficult situations and making decisions with a sense of urgency is needed.,Experience in one or more of the following is preferred: C, C++, Java, Python, Go, Perl or Ruby.,Interest in designing, analyzing and troubleshooting large-scale distributed systems.,We need team members with an appetite for change and pushing the boundaries of what can be done with automation.  Experience in working across development, operations, and product teams to prioritize needs and to build relationships is a must.,For work on our dev ops team, engineer with experience in industry standard CI/CD tools like Git/BitBucket, Jenkins, Maven, Artifactory, and Chef. Experience designing and implementing an effective and efficient CI/CD flow that gets code from dev to prod with high quality and minimal manual effort is required.,   ,   ,Everyone wants easier ways to pay;,we invent them.,Checkout lines are slow;,we speed them along.,Merchants want more sales;,we give them data and insights.,People need financial access;,we connect them.,Corporate purchasing is complicated;,we make it simple.,Commuters are busy;,we speed them on their way.,Governments need greater efficiencies;,we help create them.,Small businesses are virtual;,we give them access to a world of buyers.,Retailers want to fight fraud;,we provide the tools.,  R-84753"
,,,
"Data Analyst - (Python, SQL, Hadoop)",  R-84650,"Gurgaon, IND","We are the global technology company behind the world’s fastest payments processing network. We are a vehicle for commerce, a connection to financial systems for the previously excluded, a technology innovation lab, and the home of  Priceless  at https://www.priceless.com/ ®. We ensure every employee has the opportunity to be a part of something bigger and to change lives.  We believe as our company grows, so should you. We believe in connecting everyone to endless, priceless possibilities.,Data Analyst - (Python, SQL, Hadoop),Overview,MasterCard Data & Services provides payments Consulting Services, Managed Services and Information Services to financial institutions, merchants and other industry verticals worldwide.,Advanced Analytics is charged with servicing Consulting Services, Information Services and Managed Services by centralizing and optimizing the world class analytical, modeling, software coding, data sourcing, product development, product management, econometrics, and associated delivery capabilities of the MasterCard Advisors organization.,Role,Work closely with Data & Services Advanced Analytics teams and external clients around the world to architect, develop, and maintain advanced reporting and data visualization capabilities on large volumes of data in order to support consulting projects, model development, model scoring, and campaign measurement.,• Translate business requirements into tangible solution specifications and high quality, on time deliverables.,• Partner with different stakeholders and execute proof of concepts to assess the value of solutions.,• Analyze large volumes of transactional data to generate insights and actionable recommendations to drive business growth.,• Automate data analysis and insight generation.,• Develop a detailed understanding of the Core objectives and strategies and how automation and machine learning can support each effort.,• Develop innovative and modern machine learning solutions.,• Passion for knowing for emerging trends and identifying relevant opportunities.,• Demonstrate ability to think strategically about business, product, and technical challenges,• Apply quality control, data validation, and cleansing processes to new and existing data sources.,• Support User Acceptance Testing for production applications; comply with all MasterCard internal policies and external regulations,• Support a high performance workplace,All about You,• B.Tech. in Computer Science, Information Technology, Engineering, or Mathematics. M.S. preferred.,• 1-3 years of experience doing Data Analysis with Python and SQL.,• Experience of working with big data platforms.,• Experience on a visualization tool is a plus.,• Analytical/Problem Solving.,• Relevant retail and payments industry experience is a plus.,• Ability to work in fast paced and deadline-driven environment.,• Self-motivated with a proven track record of innovation and successful delivery.,   ,   ,Everyone wants easier ways to pay;,we invent them.,Checkout lines are slow;,we speed them along.,Merchants want more sales;,we give them data and insights.,People need financial access;,we connect them.,Corporate purchasing is complicated;,we make it simple.,Commuters are busy;,we speed them on their way.,Governments need greater efficiencies;,we help create them.,Small businesses are virtual;,we give them access to a world of buyers.,Retailers want to fight fraud;,we provide the tools.,  R-84650"
,,,
"Senior Data Analyst - (MSBI, SSIS, SQL Server, Python, Domain – BFSI/Payment)",  R-84445,"Gurgaon, IND","We are the global technology company behind the world’s fastest payments processing network. We are a vehicle for commerce, a connection to financial systems for the previously excluded, a technology innovation lab, and the home of  Priceless  at https://www.priceless.com/ ®. We ensure every employee has the opportunity to be a part of something bigger and to change lives.  We believe as our company grows, so should you. We believe in connecting everyone to endless, priceless possibilities.,Senior Data Analyst - (MSBI, SSIS, SQL Server, Python, Domain – BFSI/Payment),Overview,MasterCard Data & Services provides payments Consulting Services, Managed Services and Information Services to financial institutions, merchants and other industry verticals worldwide.,Advanced Analytics is charged with servicing Consulting Services, Information Services and Managed Services by centralizing and optimizing the world class analytical, modeling, software coding, data sourcing, product development, product management, econometrics, and associated delivery capabilities of the MasterCard Advisors organization.,Role,Work closely with Data & Services Advanced Analytics teams and external clients around the world to architect, develop, and maintain advanced reporting and data visualization capabilities on large volumes of data in order to support consulting projects, model development, model scoring, and campaign measurement.,• Translate business requirements into tangible solution specifications and high quality, on time deliverables.,• Partner with different stakeholders and execute proof of concepts to assess the value of solutions.,• Work with and lead team members working on a project.,• Analyze large volumes of transactional data to generate insights and actionable recommendations to drive business growth.,• Automate data analysis and insight generation.,• Develop a detailed understanding of the Core objectives and strategies and how automation and machine learning can support each effort.,• Develop innovative and modern machine learning solutions.,• Passion for knowing for emerging trends and identifying relevant opportunities.,• Demonstrate ability to think strategically about business, product, and technical challenges,• Apply quality control, data validation, and cleansing processes to new and existing data sources.,• Support User Acceptance Testing for production applications; comply with all MasterCard internal policies and external regulations,• Support a high performance workplace,All about You,• B.Tech. in a Computer Science, Information Technology, Engineering, or Mathematics. M.S. preferred.,• 4-7 years of experience on working with ETL and Reporting tools Microsoft Business Intelligence Suite, SQL Server, SSIS, Oracle and Tableau.,• Experience of working with large volume of data.,• Experience on Python and Hadoop will be a plus.,• Knowledge of database concepts.,• Ability to lead team members.,• Analytical/Problem Solving.,• Relevant retail and payments industry experience a plus.,• Ability to work in fast paced and deadline-driven environment.,• Self-motivated with a proven track record of innovation and successful delivery.,   ,   ,Everyone wants easier ways to pay;,we invent them.,Checkout lines are slow;,we speed them along.,Merchants want more sales;,we give them data and insights.,People need financial access;,we connect them.,Corporate purchasing is complicated;,we make it simple.,Commuters are busy;,we speed them on their way.,Governments need greater efficiencies;,we help create them.,Small businesses are virtual;,we give them access to a world of buyers.,Retailers want to fight fraud;,we provide the tools.,  R-84445"
,,,
"Engineer, Software Engineering in Test, Mastercard Connect"," , ,  R-81020","Vadodara, IND"," ,We are the global technology company behind the world’s fastest payments processing network. We are a vehicle for commerce, a connection to financial systems for the previously excluded, a technology innovation lab, and the home of  Priceless  at https://www.priceless.com/ ®. We ensure every employee has the opportunity to be a part of something bigger and to change lives. We believe as our company grows, so should you. We believe in connecting everyone to endless, priceless possibilities., ,Engineer, Software Engineering in Test, Mastercard Connect,Overview,• Are you an experienced software professional who is passionate about innovative technology and its potential to help create a world beyond cash?,• Can you plan test strategy and acceptance criteria keeping end customer needs – functional, non-functional, and user experience - in mind?,• Love being hands on and can write code to break software as part of ensuring highest software quality and stability?,• Do you have a motivation to drive quality automation and self-service culture as a part of software delivery practices?,• Can you scale your communication at all levels starting from engineers to program managers to product managers?,The Mastercard Connect team is looking for a high-energy, detail-oriented Software engineer in Test to help advance the Connect experience for both our customers and our internal users. This is an exciting opportunity in a fast-paced, rewarding environment.,Role,• Build (and test) all new cloud-ready code using Java, Angular, Spring Boot, and other technologies,• Introduces new technologies, recommends new platforms/libraries.,• Good at design principles such as DRY, Single Responsibility, SOLID,• Play a crucial part in driving Quality to help build and ship better products.,Collaborate with our development teams to enhance our existing software development processes,• Involved in training and mentoring developers in QE methodologies, and helping them to build high quality software,• Partner with developers and test engineers to improve and automate test and release processes,Help make Quality as an integral part of the development process,Play the role of a mentor and coach to drive Quality,• Fluent in 2 or more languages and conversant in 3-4 more (including JavaScript libraries, DSL, etc...),• Ability to implement IoC, Dependency Injection,• Builds reusable frameworks,• Drives measurable improvements in the maintenance, operational and runtime characteristics of your team’s software.,• Provides feedback on peer design and code includes optimization and simplification recommendations.,• Difficult architecture and business problems. Solutions are extensible. Outlines and takes opportunity to optimize, simplify, de-bottleneck,• Improves the interfaces and integrations with related teams.,• Develops solutions that successfully launch software or resolve architecture deficiencies. May require multiple developers.,• Leads projects to improve engineering, test and operations.,• Comprehensive knowledge of team architecture. Makes trade-offs between short terms and long-term needs.,• Troubleshoots problems, defines root cause and permanently corrects within application and dependent systems.,• The Consultant/Sr. Engineer/Engineer in Test is a hands-on senior developer who is experienced with Java, Angular, REST API and Jenkins, using Cloud technologies.,• You will be responsible for developing and running micro services,• Working within an Agile development methodology, you will collaborate with other engineers and tech leads to deliver an exceptional user experience to our customers.,• In addition, you'll have the opportunity to work with new frameworks and technologies, assist with prototyping and proof-of-concepts, participate in code reviews, and help ensure a high level of code quality from the team.,• Create proof of concept applications,• Help maintain code quality, organization, and automation,• Ensure adherence to established quality control practices and software development processes,All About You,• Effectively communicate across all levels of a project team to drive quality practices,• Participated in Agile/DevOps teams and understand the concepts and ceremonies they follow and use of Agile tools such as RALLY and ALM.,• Experience using Agile frameworks (Test Driven Development/Behavior Driven Development),• Capable of contributing back to the Quality Engineering community based on enhancements and new capabilities regarding quality practices,• Adept in CI/CD practices and implementation (Jenkins),• Adept developing in,• Skilled in debugging techniques to quickly identify root cause issues within your applications and their dependencies,• Experience of working with other developers to ensure that systems are designed for reliability, performance and testability,• Knowledge of design patterns and can coach at all levels regarding their use and practices,• Working knowledge and experience in developing and debugging maven build configurations,• Well versed in the use of Page Object modeling,• Skilled in utilizing CSS and Xpath based locators,• Experience automating web/native apps across varying platforms (Android and iOS a must),• Understanding of how localization and internationalization affects web and native apps,• Effective skill leveraging SOAP and Rest services programmatically via Java,• Experience in Cloud/micro-services.,• Experience in Integration testing needs with exposure to data virtualization tools.,• Participate in PoCs (Proof of Concept) and help the Department with selection of Vendor Solutions, Technologies, Methodologies and Frameworks.,Key Technology Focus Areas,Java, REST API, Pivotal Cloud Foundry, Jenkins, Angular, Swagger, Git,Ability to quickly learn and implement new technologies, frameworks and tools and support multiple concurrent activities,Education,• Bachelor's degree in Information Systems, Information Technology, Computer Science or Engineering or equivalent experience., ,   ,   , ,Everyone wants easier ways to pay;,we invent them.,Checkout lines are slow;,we speed them along.,Merchants want more sales;,we give them data and insights.,People need financial access;,we connect them.,Corporate purchasing is complicated;,we make it simple.,Commuters are busy;,we speed them on their way.,Governments need greater efficiencies;,we help create them.,Small businesses are virtual;,we give them access to a world of buyers.,Retailers want to fight fraud;,we provide the tools.,  R-81020"
,,,
"Manager, SCSS BizOps",  R-80178,"Pune, IND","We are the global technology company behind the world’s fastest payments processing network. We are a vehicle for commerce, a connection to financial systems for the previously excluded, a technology innovation lab, and the home of  Priceless  at https://www.priceless.com/ ®. We ensure every employee has the opportunity to be a part of something bigger and to change lives.  We believe as our company grows, so should you. We believe in connecting everyone to endless, priceless possibilities.,Manager, SCSS BizOps,Overview:,Who is Mastercard?,We are the global technology company behind the world’s fastest payments processing network. We are a vehicle for commerce, a connection to financial systems for the previously excluded, a technology innovation lab, and the home of Priceless®. We ensure every employee has the opportunity to be a part of something bigger and to change lives. We believe as our company grows, so should you. We believe in connecting everyone to endless, priceless possibilities.,Job Title:  Manager, SCSS Biz Ops,Job Description:,The SCSS/External Access BizOps team is looking for a Director of Site Reliability Engineers who will lead a team of Site Reliability Engineers and Support Technicians. This team is responsible for day to day platform availability, Tier 2 & 3 support, defect resolutions, CI/CD pipelines, customer integrations, platform automation, monitoring/alerting maturity, and ITSM maturity.,Business Operations is leading the DevOps transformation at Mastercard through our tooling and by being an advocate for change & standards throughout the development, quality, release, and product organizations. We need team members with an appetite for change and pushing the boundaries of what can be done with automation. Experience in working across development, operations, and product teams to prioritize needs and to build relationships is a must.,Mission,The role of business operations is to be the production readiness steward for the platform. This is accomplished by closely partnering with developers to design, build, implement, and support technology services. A business operations engineer will ensure operational criteria like system availability, capacity, performance, monitoring, self-healing, and deployment automation are implemented throughout the delivery process. Business Operations plays a key role in leading the DevOps transformation at Mastercard through our tooling and by being an advocate for change and standards throughout the development, quality, release, and product organizations.,We accomplish this transformation through supporting daily operations with a hyper focus on triage and then root cause by understanding the business impact of our products. The goal of every biz ops team is to shift left to be more proactive and upfront in the development process, and to proactively manage production and change activities to maximize customer experience, and increase the overall value of supported applications. Biz Ops teams also focus on risk management by tying all our activities together with an overarching responsibility for compliance and risk mitigation across all our environments. A biz ops focus is also on streamlining and standardizing traditional application specific support activities and centralizing points of interaction for both internal and external partners by communicating effectively with all key stakeholders.,Ultimately, the role of biz ops is to align Product and Customer Focused priorities with Operational needs. We regularly review our run state not only from an internal perspective, but also understanding and providing the feedback loop to our development partners on how we can improve the customer experience of our applications.,Responsibilities,For all team members:,• Hire, manage, and coach Site Reliability Engineers to deliver World Class Support for external access applications,• Engage in and improve the whole lifecycle of services—from inception and design, through deployment, operation and refinement.,• Analyze ITSM activities of the platform and provide feedback loop to development teams on operational gaps or resiliency concerns,• Support services before they go live through activities such as system design consulting, capacity planning and launch reviews.,• Maintain services once they are live by measuring and monitoring availability, latency and overall system health.,• Scale systems sustainably through mechanisms like automation, and evolve systems by pushing for changes that improve reliability and velocity.,• Support the application CI/CD pipeline for promoting software into higher environments through validation and operational gating, and lead Mastercard in DevOps automation and best practices.,• Practice sustainable incident response and blameless postmortems.,• Take a holistic approach to problem solving, by connecting the dots during a production event thru the various technology stack that makes up the platform, to optimize mean time to recover.,• Constantly improve processes to ensure full root cause analysis is occurring in a timely and complete manner,• Work across a global team in multiple geographies and time zones to achieve desired results,• Share knowledge and mentor others,Qualifications,• BS degree in Computer Science or related technical field involving coding (e.g., physics or mathematics), or equivalent practical experience,• Experience with access management principles, scripting, pipeline management, and software design,• Knowledge of Java applications and middleware,• Systematic problem-solving approach, coupled with strong communication skills and a sense of ownership and drive,• Strong communication skills to interact with our regional teams and customers,• We support many different stakeholders. Experience in dealing with difficult situations and making decisions with a sense of urgency is needed.,• Interest in designing, analyzing and troubleshooting large-scale distributed systems.,• We need team members with an appetite for change and pushing the boundaries of the way things have been done. Experience in working across development, operations, and product teams to prioritize needs and to build relationships is a must.,• Experience managing SOWs / Service Providers to achieve high results,• Creating, tracking, and measuring people and service providers against metrics to measure performance & results,   ,   ,Everyone wants easier ways to pay;,we invent them.,Checkout lines are slow;,we speed them along.,Merchants want more sales;,we give them data and insights.,People need financial access;,we connect them.,Corporate purchasing is complicated;,we make it simple.,Commuters are busy;,we speed them on their way.,Governments need greater efficiencies;,we help create them.,Small businesses are virtual;,we give them access to a world of buyers.,Retailers want to fight fraud;,we provide the tools.,  R-80178"
,,,
"Manager - Merchant Product Development (credit Card, Acquiring, Payments)",  R-84637,"Mumbai, IND","We are the global technology company behind the world’s fastest payments processing network. We are a vehicle for commerce, a connection to financial systems for the previously excluded, a technology innovation lab, and the home of  Priceless  at https://www.priceless.com/ ®. We ensure every employee has the opportunity to be a part of something bigger and to change lives.  We believe as our company grows, so should you. We believe in connecting everyone to endless, priceless possibilities.,Manager - Merchant Product Development (credit Card, Acquiring, Payments),Overview,The Merchant Development team in the Market development function is responsible for managing internal & external customer to achieve Mastercard’s business objective in South Asia. Market Development drives current and future revenue for the company by strengthening strategic partnerships, driving sales of digital platforms and solutions, managing Pricing & Interchange, deepening relationships with Government and winning mandates for projects, and expanding acceptance of Mastercard brand by merchants.,Role,This role will form a part of the Merchant Development team. Primary responsibilities of the role will include supporting some of the following –,• Managing the co-brand partnership with a select client / group of clients,• Develop strong customer relationship across levels & functions to influence customer preference towards Mastercard as a strategic partner,• Ensuring the desired objective & commitments are met from the clients,• Cross-selling products and solutions to achieve revenue goals from the allocated clients,• Expanding digital product distribution & footprint with the client set,• Creating usage and preference for Mastercard through strategic merchant partnerships,• Increasing engagement with key merchants and merchant industry groups,The role will initially be based at our office locations in Bangalore.,All about You,• Strong track record of credit cards product / portfolio management,• Sound payments business knowledge, financial acumen, proficient on Microsoft word, excel & PowerPoint,• Excellent communication & presentation skills,• Strong negotiation skills and ability to succeed in an individual role, self-driven,• Experience in retail banking, fintech & digital payments will be an added advantage,• Is a Problem solver with solution-seeking approach,   ,   ,Everyone wants easier ways to pay;,we invent them.,Checkout lines are slow;,we speed them along.,Merchants want more sales;,we give them data and insights.,People need financial access;,we connect them.,Corporate purchasing is complicated;,we make it simple.,Commuters are busy;,we speed them on their way.,Governments need greater efficiencies;,we help create them.,Small businesses are virtual;,we give them access to a world of buyers.,Retailers want to fight fraud;,we provide the tools.,  R-84637"
,,,
Senior Engineer,  R-84887,"Pune, IND","We are the global technology company behind the world’s fastest payments processing network. We are a vehicle for commerce, a connection to financial systems for the previously excluded, a technology innovation lab, and the home of  Priceless  at https://www.priceless.com/ ®. We ensure every employee has the opportunity to be a part of something bigger and to change lives.  We believe as our company grows, so should you. We believe in connecting everyone to endless, priceless possibilities.,Senior Engineer,Overview,• Core Payments of MasterCard is involved in developing Authorization, Clearing, Debit and other major functionalities for MasterCard. Analyze and create cutting edge solutions for Core Payments teams. Proficient with COBOL, DB2, CICS, JCL,PROC.,• Hands on Experience with Software development,• Manage relationship with various stakeholders - Business Owners, Testing Teams etc.,• Coordinate with other groups including vendors to ensure success of the project.,• Has capability to design simple to medium-complex projects.,• Have you lead an end to end Agile (SAFe) development project?,• Card Issuing, Acquirirng or Network experience.,Role,• Agile Manager for development initiatives in Core Payment Systems,• Coordinate with various groups in MasterCard to ensure success of the projects,• Assign teams for ensuring quality deliverables and tracking,• Maintain and present project related metrics reporting for management review,• Lead initiatives for automation, defect metrics and overall quality initiatives,• Handle coordination between teams based in various locations,All About You,• Certification in SA ( SAFe Agilist) or SPMPO ( SAFe Product Manager/Owner) or Certified SCRUM product owner or Professional,• Experience in Batch and online development,• Experience in CI and CD,• Involved and spearhead quality initiatives,• Result oriented individual Automation experience and Code Quality,• Strong Communicator.,• Ability to guide people to implement the right solution,   ,   ,Everyone wants easier ways to pay;,we invent them.,Checkout lines are slow;,we speed them along.,Merchants want more sales;,we give them data and insights.,People need financial access;,we connect them.,Corporate purchasing is complicated;,we make it simple.,Commuters are busy;,we speed them on their way.,Governments need greater efficiencies;,we help create them.,Small businesses are virtual;,we give them access to a world of buyers.,Retailers want to fight fraud;,we provide the tools.,  R-84887"
,,,
